artist,hrsplayed,ranking,hrsplayedround
Jeff Buckley,0.092680833,1,0.09
Oko Ebombo,0.092503889,1,0.09
Julia Jacklin,0.092496111,1,0.09
Charles De Goal,0.092322222,1,0.09
Gunship,0.092172222,1,0.09
Slothrust,0.092123889,1,0.09
Le Butcherettes,0.0919925,3,0.09
Sam Gellaitry,0.091922778,1,0.09
Conaxo,0.091916944,1,0.09
Thomas Barrandon,0.091896111,1,0.09
The B-52's,0.091781389,6,0.09
Kedr Livanskiy,0.091780833,1,0.09
Cornelius,0.091725556,1,0.09
Jérôme 50,0.091666667,1,0.09
Andy Williams,0.091555556,1,0.09
The Homesick,0.091547222,1,0.09
Men I Trust,0.091420833,4,0.09
Hana Vu,0.091205,1,0.09
DJ Haram,0.091183889,1,0.09
Apache Sun,0.091175833,3,0.09
The Internet,0.091135278,3,0.09
Rejjie Snow,0.090881389,2,0.09
Thundercat,0.090879444,5,0.09
Roar,0.090722778,3,0.09
Goodbye Honolulu,0.090571667,2,0.09
Bearcubs,0.090480556,1,0.09
Gazoline,0.090478889,1,0.09
Dion,0.090305556,1,0.09
Fred Nevché,0.090182778,1,0.09
RÜFÜS DU SOL,0.089776944,1,0.09
Potwash,0.089333333,1,0.09
Plums,0.089331389,1,0.09
New Optimism,0.089199167,1,0.09
You'll Never Get to Heaven,0.089119444,1,0.09
Craft Spells,0.088943889,1,0.09
Loving,0.088854444,1,0.09
YBN Nahmir,0.088841667,3,0.09
Ayano Kaneko,0.0887575,1,0.09
No Age,0.088680833,4,0.09
Coil,0.088275833,5,0.09
Clairo,0.088206389,4,0.09
Shooter McShootem,0.088043611,3,0.09
Bulldog Eyes,0.087998889,1,0.09
Sirius Blvck,0.087903611,1,0.09
Digitalism,0.0878725,1,0.09
Kikagaku Moyo,0.087857222,1,0.09
Marble Arch,0.087844167,1,0.09
Aksak Maboul,0.087536111,1,0.09
Horsey,0.0874875,1,0.09
Baker Ya Maker,0.087306667,1,0.09
Josef K,0.086950556,1,0.09
Slaves,0.086876111,1,0.09
Hudson Mohawke,0.086845833,1,0.09
SE SO NEON,0.086563889,1,0.09
Alien Trilogy,0.086423056,5,0.09
Spirit Club,0.086386667,1,0.09
redveil,0.086041389,1,0.09
Hikes,0.085741389,1,0.09
No Swoon,0.085696944,1,0.09
Jack Stauber's Micropop,0.085388889,3,0.09
Film School,0.085362778,3,0.09
Steve Lacy,0.085335278,2,0.09
Tess Parks,0.0852925,1,0.09
gizmo,0.085268333,1,0.09
Blackbird Blackbird,0.0852175,1,0.09
Anna Domino,0.084913333,1,0.08
Above & Beyond,0.084843056,1,0.08
Whitney,0.084736667,3,0.08
Body Meat,0.084733056,1,0.08
New Lovers,0.084641111,1,0.08
Afourteen,0.084595,1,0.08
Christophe,0.084478333,1,0.08
Sunny Day Real Estate,0.0844625,3,0.08
Midnight Sister,0.084203333,1,0.08
Iron Curtain,0.0838925,1,0.08
Bedhead,0.083725,1,0.08
Mall Grab,0.083683333,1,0.08
Hemlock Ernst,0.083453056,1,0.08
Goblin Cock,0.083425556,3,0.08
Endless Digital Birthdays,0.083272222,1,0.08
Carl Cox,0.083210278,1,0.08
Holograms,0.083189722,1,0.08
Big Black Delta,0.083187222,1,0.08
Modern Color,0.083178056,1,0.08
KOOL A.D.,0.083139167,3,0.08
L'Epee,0.083113056,1,0.08
Osees,0.083045278,3,0.08
King Crimson,0.082714722,6,0.08
Dog Faced Hermans,0.082711389,1,0.08
Yndi Halda,0.082699444,1,0.08
Declan McKenna,0.082698333,1,0.08
Varsity,0.082301667,1,0.08
Little Florence,0.082146111,1,0.08
Dos Aeme,0.082056389,1,0.08
WOOZE,0.082028333,3,0.08
Frankie and the Witch Fingers,0.08201,2,0.08
The Devil,0.082,4,0.08
Stephen Malkmus,0.081914722,1,0.08
Gideon Lewis,0.081883333,1,0.08
Date Stuff,0.081788889,1,0.08
Byetone,0.081733333,1,0.08
Julieta Venegas,0.081720278,1,0.08
Fabolous,0.081606944,4,0.08
??,0.081590278,1,0.08
Art Contest,0.081573056,2,0.08
Tears Run Rings,0.081518333,1,0.08
Oxbow,0.0813025,3,0.08
Varg²™,0.081301389,1,0.08
Pinc Louds,0.080772222,1,0.08
Estelle,0.080575833,1,0.08
Troye Sivan,0.080508333,1,0.08
Priests,0.080423889,1,0.08
Television,0.080040278,5,0.08
Jordana,0.079956111,1,0.08
Antarctigo Vespucci,0.079929722,1,0.08
The Raconteurs,0.079919167,5,0.08
It It,0.079715556,1,0.08
Bark Bark Disco,0.079581944,1,0.08
Chairlift,0.079513889,1,0.08
MED,0.079476111,1,0.08
Okay Kaya,0.079449167,1,0.08
Croatian Amor,0.079423056,3,0.08
Noname,0.079325278,1,0.08
The Rapture,0.079044722,1,0.08
Lapalux,0.078939444,1,0.08
Mellow Fellow,0.078848611,1,0.08
Meridian Brothers,0.078640556,1,0.08
julie,0.078581111,1,0.08
CHAI,0.078467222,1,0.08
Squarepusher,0.078351667,1,0.08
Vanishing Twin,0.078240556,1,0.08
"Adore, 1996",0.078176667,1,0.08
Busta Rhymes,0.078159167,3,0.08
Ørdop Wolkenscheidt,0.078113611,1,0.08
"Dream, Ivory",0.078023056,1,0.08
Baby Keem,0.077986944,1,0.08
The Limiñanas,0.077876944,1,0.08
The Books,0.077736944,1,0.08
BOYO,0.077585,1,0.08
Melt-Banana,0.077558889,5,0.08
Agar Agar,0.0775025,1,0.08
Sparklehorse,0.077383611,4,0.08
The Stargazer Lilies,0.077307778,1,0.08
Lili Trifilio,0.077202222,1,0.08
Wolf Parade,0.0770175,3,0.08
Fearing,0.077,1,0.08
Twerps,0.0769,1,0.08
Luminousorange,0.0769,1,0.08
Kxllswxtch,0.076833056,1,0.08
Purity Ring,0.076824444,1,0.08
Armand Hammer,0.076657222,1,0.08
Steve Reich,0.076611111,1,0.08
Radiator Hospital,0.076595,1,0.08
HAIM,0.076555556,1,0.08
The Whitest Boy Alive,0.076495556,3,0.08
Koi Child,0.076232222,1,0.08
my dead girlfriend,0.076166667,1,0.08
Meitei,0.076032222,1,0.08
Nation of Language,0.076011111,1,0.08
Jons,0.075885,1,0.08
Daryl Hall & John Oates,0.075881389,1,0.08
Cloudjumper,0.075833611,1,0.08
Spike Vincent,0.075767778,1,0.08
Ab-Soul,0.075640556,1,0.08
Bal Paré,0.075609444,1,0.08
Boardwalk,0.07555,3,0.08
BlackGummy,0.075488056,1,0.08
Benny The Butcher,0.075424722,1,0.08
Razorbumps,0.075353889,1,0.08
Shojo Skip,0.075261944,1,0.08
Jordaan Mason & The Horse Museum,0.075184167,1,0.08
The Crudes,0.074991944,1,0.07
Black Belt Eagle Scout,0.074961944,1,0.07
Lush,0.074933889,1,0.07
Shonen Knife,0.074919444,1,0.07
Trevor Something,0.074322778,1,0.07
The Black Angels,0.074277778,1,0.07
Buke & Gase,0.074175833,1,0.07
Alex Cameron,0.0740625,1,0.07
Dogleg,0.074041667,1,0.07
Throbbing Gristle,0.073958889,1,0.07
Macdonald Duck Éclair,0.073907222,1,0.07
Eddie Fresco,0.073894167,1,0.07
Godflesh,0.073888889,1,0.07
Bored Shorts,0.07387,1,0.07
Kamiyada+,0.0738225,1,0.07
Francobollo,0.073491667,1,0.07
Rumskib,0.073414722,1,0.07
Essential Logic,0.073159167,1,0.07
Floral Tattoo,0.073146667,1,0.07
Froth,0.073120833,1,0.07
Wise Blood,0.073099722,1,0.07
TheDeadCanRap,0.073044444,1,0.07
KAMAARA,0.073028056,1,0.07
Les Sins,0.072936944,1,0.07
Moses Gunn Collective,0.072931667,1,0.07
MIKE,0.072783611,1,0.07
Sons of an Illustrious Father,0.072744167,1,0.07
Uniform,0.072736389,1,0.07
Pixx,0.072676944,1,0.07
MF Grimm,0.072651667,1,0.07
SONIKKU,0.072605833,1,0.07
Mauno,0.072555556,1,0.07
TENTENKO,0.072355833,1,0.07
Bourgeois Earth,0.072323611,1,0.07
Thorii,0.072171389,1,0.07
POPPONGENE,0.072165556,1,0.07
Frances Quinlan,0.071965278,1,0.07
Nick Drake,0.071855556,1,0.07
Bekah CC,0.071626389,1,0.07
Tim Heidecker,0.071576944,1,0.07
Baxter Dury,0.071319167,1,0.07
The Districts,0.071253056,2,0.07
Hakushi Hasegawa,0.071050833,1,0.07
p4rkr,0.071041944,1,0.07
Jamiroquai,0.070956111,1,0.07
????????,0.070845556,1,0.07
ShitKid,0.070731111,1,0.07
The Shacks,0.070683889,1,0.07
The Marías,0.070601111,3,0.07
Junebug,0.070443889,1,0.07
No Rome,0.0704325,1,0.07
Dylan Brady,0.070365,1,0.07
Girls,0.070244444,1,0.07
Riddarna,0.070149167,1,0.07
Cass McCombs,0.0700225,1,0.07
NxxxxxS,0.069967222,1,0.07
Protistas,0.069911389,1,0.07
Sitcom,0.069901944,1,0.07
Modern Eon,0.069754167,1,0.07
Silver Apples,0.069688611,4,0.07
Nick Hakim,0.069515833,1,0.07
Sleep Party People,0.069448056,1,0.07
Moors,0.069207222,1,0.07
Zelooperz,0.068957222,1,0.07
Body Type,0.068750278,1,0.07
Plumtree,0.068741111,3,0.07
Omni,0.068656667,4,0.07
Snapped Ankles,0.068630833,1,0.07
Philemon Arthur & The Dung,0.068535833,5,0.07
Ozzy Osbourne,0.068456389,7,0.07
DJ Nigga Fox,0.068360556,1,0.07
Midwife,0.068115833,2,0.07
Hello Yello,0.068071111,1,0.07
Dumb Numbers,0.068017778,1,0.07
JACKBOYS,0.067988889,5,0.07
Tooth Paint,0.067950278,1,0.07
Dyna de Silver,0.067863333,1,0.07
The Damned,0.067854167,1,0.07
SyncTM,0.067828056,1,0.07
Salma Agha,0.067818333,1,0.07
Mini Mansions,0.067736944,1,0.07
Crying,0.06769,1,0.07
Jank,0.067528333,1,0.07
Zack Villere,0.067355,1,0.07
Deli Girls,0.067350833,4,0.07
Ghostface Killah,0.067305556,4,0.07
Pearl Jam,0.067298611,6,0.07
Luke Vibert,0.067185,1,0.07
Wondha Mountain,0.067117222,1,0.07
Van Halen,0.067110833,5,0.07
Nujabes,0.067105556,5,0.07
James Supercave,0.067088889,1,0.07
Slutever,0.066857222,1,0.07
Royal Blood,0.066825556,2,0.07
The Southend Rainbows,0.066789444,1,0.07
Geneva Jacuzzi,0.066776944,1,0.07
Nmesh,0.066745833,1,0.07
Young Fathers,0.066743333,1,0.07
Dianna Lopez,0.066666667,1,0.07
YSI,0.0665675,1,0.07
The Shed,0.066520556,1,0.07
Travis,0.066455556,1,0.07
Susumu Yokota,0.0664,1,0.07
Jaakko Eino Kalevi,0.0663,1,0.07
Vein,0.066292222,1,0.07
The Dead Milkmen,0.066190833,6,0.07
LOUTA,0.066179444,1,0.07
Soul Coughing,0.066070556,1,0.07
Vessel,0.066033333,1,0.07
Louis Prince,0.065981111,1,0.07
Temples,0.065960556,1,0.07
The Arcs,0.065946944,1,0.07
SAULT,0.065834722,1,0.07
Xavier Wulf,0.065661667,3,0.07
Moaning,0.065641111,2,0.07
Lillian Blue Makin,0.065630278,1,0.07
Les Gordon,0.065473611,1,0.07
Aventura,0.065305833,3,0.07
L7,0.065303611,6,0.07
Dinamarca,0.0652775,1,0.07
Giraffage,0.065269444,1,0.07
Lilium,0.065238056,1,0.07
Public Access T.V.,0.065233333,1,0.07
I Can Fly,0.065185,1,0.07
lilbubblegum,0.065178333,1,0.07
Foxtails,0.065099444,1,0.07
City and Colour,0.065084722,4,0.07
Hannah Diamond,0.065055556,1,0.07
Stephen Malkmus & The Jicks,0.065031667,1,0.07
FLETCHER,0.064995833,1,0.06
Ought,0.064908333,1,0.06
Bura Bura,0.064906111,1,0.06
Grace Ives,0.064823056,1,0.06
Modeselektor,0.064754444,3,0.06
The Buttress,0.064750278,1,0.06
Ducktails,0.064557778,1,0.06
David Olivo,0.064553889,1,0.06
GIRLI,0.064516944,1,0.06
Santamonica,0.064440556,1,0.06
The Julie Ruin,0.064422222,1,0.06
Cranes,0.064307222,1,0.06
Ty Dolla $ign,0.064185,3,0.06
1LINHA CLASSIC,0.064091944,1,0.06
bbno$,0.064064722,1,0.06
Sad Lovers & Giants,0.064,1,0.06
Boss Hog,0.063948611,3,0.06
Thaiboy Digital,0.063865556,1,0.06
Purr,0.063732222,1,0.06
Blondie,0.063728611,6,0.06
Vanic,0.063651389,1,0.06
Freeway,0.063640556,1,0.06
Depresión Sonora,0.063612778,1,0.06
Puscifer,0.063493333,1,0.06
Yura Yura Teikoku,0.063470833,1,0.06
Babey,0.063403333,1,0.06
Young Guv,0.063333333,1,0.06
Ruel,0.063243611,1,0.06
Lo' Pibitos,0.063181111,1,0.06
Judas Priest,0.0631175,7,0.06
India Shawn,0.062918333,1,0.06
A.R. Kane,0.062902222,1,0.06
T. Rex,0.062892778,1,0.06
Darto,0.062868056,1,0.06
The Cranberries,0.0626175,1,0.06
Jennifer Lopez,0.062611111,4,0.06
Hoobastank,0.0625325,3,0.06
Moondreamzzz,0.062517778,1,0.06
Step Rockets,0.062513889,1,0.06
SubRosa,0.062500278,1,0.06
Magdalena Bay,0.0625,1,0.06
Onoe Caponoe,0.062436389,1,0.06
Phantoms,0.062422778,1,0.06
Sadventure,0.062366111,1,0.06
Soda Stereo,0.062328611,1,0.06
Underworld,0.062304444,5,0.06
Bobby Raps,0.062299444,1,0.06
Stegosaurus Rex,0.062133889,1,0.06
LazyGod,0.062126944,1,0.06
Floating Points,0.062023889,1,0.06
the Graveltones,0.061959167,1,0.06
Tad,0.061769167,6,0.06
Arthur Russell,0.061694444,1,0.06
The Monochrome Set,0.061678889,3,0.06
Melawati,0.061662778,1,0.06
Ela Minus,0.061653611,1,0.06
Dua Lipa,0.061616667,3,0.06
Freshly Wrapped Candies,0.061616111,1,0.06
Teamm Jordann,0.061538333,1,0.06
Elyse Weinberg,0.061229444,1,0.06
Ian Chang,0.061123056,3,0.06
HIFANA,0.061122222,1,0.06
Yeah Yeah Yeahs,0.061107222,5,0.06
Jungle,0.061106667,1,0.06
LA Priest,0.061096389,1,0.06
GRANDMA,0.060958889,1,0.06
Yung Bambi,0.060929444,1,0.06
Psychic Ills,0.060818333,1,0.06
Johanna Warren,0.060753889,1,0.06
The Halo Benders,0.060714722,1,0.06
Kurt Cobain,0.060703611,6,0.06
Magrudergrind,0.060536944,1,0.06
Death,0.060489444,1,0.06
Dos Monos,0.060486389,1,0.06
playboi nathan,0.060481111,1,0.06
OCS,0.060468611,1,0.06
Over the Garden Wall,0.060411944,1,0.06
Noisecream,0.060313333,1,0.06
Antelope,0.060231111,1,0.06
strongboi,0.060081389,1,0.06
Destructo,0.060049167,1,0.06
Moe Shop,0.06003,1,0.06
KISS,0.059981389,2,0.06
X Ambassadors,0.059967222,1,0.06
Ulrika Spacek,0.059861667,1,0.06
Lil Rob,0.059849167,1,0.06
Hand Habits,0.059743611,1,0.06
That Kid,0.0597125,1,0.06
Evanescence,0.059640556,3,0.06
"Dr. Bobby Banner, MPC",0.059607778,1,0.06
Reptaliens,0.059569167,1,0.06
DMX,0.059566667,6,0.06
t.A.T.u.,0.059566667,1,0.06
Jun Togawa,0.059559167,1,0.06
Lance Skiiiwalker,0.059525,1,0.06
xxyyxx,0.059420278,1,0.06
Problem Child 5,0.059355278,1,0.06
Baths,0.059240278,1,0.06
Damian Marley,0.059228611,1,0.06
Good Boy,0.059189167,1,0.06
mxmtoon,0.059132222,1,0.06
Justin Bieber,0.05913,2,0.06
Human Tetris,0.059087222,1,0.06
Anne-Marie,0.058849167,1,0.06
Cody Munro Moore,0.058723889,1,0.06
Morrissey,0.058708333,4,0.06
Dai Burger,0.058668611,1,0.06
Salami Rose Joe Louis,0.058666667,1,0.06
FKA 059,0.058640278,1,0.06
Alex Turner,0.058625833,1,0.06
DRIMS,0.058588889,1,0.06
Knox Hamilton,0.058521111,1,0.06
Hazel English,0.058470278,1,0.06
Univore,0.058348889,1,0.06
GZA,0.058325833,1,0.06
Black Kray,0.058309722,1,0.06
The Clean,0.058128611,1,0.06
Variety Lab,0.058040556,1,0.06
Generation X,0.058026667,3,0.06
Jon Hopkins,0.057951389,1,0.06
Kuromi,0.057911389,1,0.06
Oberhofer,0.057805833,1,0.06
Midlake,0.057735,1,0.06
Stove,0.057733611,1,0.06
Cardi B,0.057613889,2,0.06
Oklou,0.057540278,1,0.06
Chernikovskaya Hata,0.057533056,1,0.06
Angel Du$t,0.057521667,1,0.06
Gengahr,0.057488889,1,0.06
YMCK,0.057479167,1,0.06
MC Magic,0.057407222,1,0.06
Vendredi sur Mer,0.057373889,1,0.06
Aluna,0.057335,1,0.06
Macross 82-99,0.057333333,1,0.06
Spendtime Palace,0.057322222,1,0.06
GASS,0.057314444,1,0.06
Pontus De Bjorn,0.057291667,1,0.06
Lil Noid,0.057215833,1,0.06
Half Waif,0.057196389,1,0.06
Thibault Cauvin,0.057181389,1,0.06
OFB,0.057156389,1,0.06
TEMPOREX,0.057113889,1,0.06
Malci,0.057068611,1,0.06
Camp Lo,0.056997222,1,0.06
Ky Vöss,0.056964444,1,0.06
Ratboys,0.056858889,1,0.06
Rikk Agnew,0.056781111,1,0.06
Eyas,0.056666667,1,0.06
Bratmobile,0.056346944,1,0.06
Black Pistol Fire,0.056296389,3,0.06
Yui,0.056238333,1,0.06
Billy Lemos,0.056205278,1,0.06
Paul Epworth,0.056018333,1,0.06
Jonah Yano,0.055901667,1,0.06
Edgar De Vries,0.055867778,1,0.06
Matt Sweeney,0.055836944,1,0.06
Pap Chanel,0.055754444,1,0.06
Senyaka,0.055507222,1,0.06
Reverend Baron,0.055320556,1,0.06
S.Maharba,0.055246111,1,0.06
Thee Michelle Gun Elephant,0.055170278,1,0.06
Bigi,0.055125556,1,0.06
NEIL FRANCES,0.055084722,1,0.06
Echo Ladies,0.055005278,1,0.06
Kwe$t,0.054918333,1,0.05
Motifv,0.0548975,1,0.05
Louis Cole,0.054879722,5,0.05
Love,0.054798333,1,0.05
Moy-Lo,0.054676389,1,0.05
Phi11a,0.054675833,1,0.05
Gogol Bordello,0.054646111,6,0.05
Sungazer,0.054638889,1,0.05
Jacko,0.054629444,1,0.05
Little Dragon,0.05458,1,0.05
O Terno,0.054564167,1,0.05
Grouplove,0.054451667,1,0.05
Waxahatchee,0.054333333,1,0.05
Hot Snakes,0.054318333,1,0.05
Slump AK,0.05427,1,0.05
REASON,0.054084722,1,0.05
Sevish,0.05407,1,0.05
Dark Time Sunshine,0.054022222,1,0.05
Guilliaume Om,0.053958333,1,0.05
Meat Puppets,0.053893056,6,0.05
"Now, Now",0.053881389,1,0.05
Static-X,0.053818333,4,0.05
Deko,0.053766667,1,0.05
The Bug,0.053724722,2,0.05
Zubin,0.0536925,2,0.05
Jeff Mangum,0.053614444,1,0.05
Friend Roulette,0.053562778,1,0.05
Richard Dawson,0.053470556,4,0.05
Riverside,0.053446389,1,0.05
Sen Morimoto,0.053423889,1,0.05
Soli,0.053418333,1,0.05
Kevin Morby,0.053346944,1,0.05
Electrelane,0.053340556,1,0.05
King Princess,0.053135,1,0.05
Jonathan Palmer,0.053056944,1,0.05
Chris Donner,0.053055556,1,0.05
Yikii,0.053055556,1,0.05
Akane,0.052954167,1,0.05
Chris Cornell,0.052929444,8,0.05
REXX,0.052921944,1,0.05
boyband,0.052833889,2,0.05
Headie One,0.052831389,1,0.05
Marcy Playground,0.052786389,1,0.05
Pansy,0.052769722,1,0.05
Saetia,0.052696111,1,0.05
Crazy Eyes,0.052622222,5,0.05
Dead Boys,0.0525925,1,0.05
Nurse With Wound,0.052589444,4,0.05
83HADES,0.052490556,1,0.05
Nails,0.052485833,5,0.05
DJ Rozwell,0.052441944,5,0.05
Stine Janvin,0.052402778,1,0.05
Jenny Lange,0.052395556,1,0.05
Control Top,0.052358889,1,0.05
Violens,0.052336944,1,0.05
Claud,0.052249167,1,0.05
DaBaby,0.052248611,1,0.05
Zheani,0.052173333,1,0.05
Kongo Boy,0.052157778,1,0.05
lil ricefield,0.052121111,1,0.05
Pure X,0.052096944,1,0.05
Tasman Keith,0.052062778,1,0.05
Jelani Aryeh,0.052059722,1,0.05
Diablo,0.051909444,1,0.05
Goldfinger,0.051396111,1,0.05
Cake,0.051219167,5,0.05
Benjamin Walter Stevens,0.051180556,1,0.05
Freaky DJs,0.051130278,1,0.05
Narrow Head,0.051118611,1,0.05
Lil Baby,0.050984722,1,0.05
Strange Case,0.05077,1,0.05
Joy Meyer-Williams,0.050739722,1,0.05
Mello Music Group,0.050611111,1,0.05
Levek,0.050522222,1,0.05
Wiz Khalifa,0.050511944,3,0.05
The Younger Lovers,0.0504025,2,0.05
A Boogie Wit da Hoodie,0.050259722,2,0.05
Modulogeek,0.050243889,1,0.05
8percent,0.050183889,1,0.05
Sweeping Promises,0.0501625,1,0.05
BVDLVD,0.050162222,1,0.05
Quadry,0.050151111,1,0.05
The Offspring,0.050044444,4,0.05
Star Slinger,0.050017222,2,0.05
Villa Juares,0.050009722,1,0.05
blair,0.05,1,0.05
New Candys,0.049866667,1,0.05
surrenderdorothy,0.049825833,1,0.05
Diego Money,0.04982,1,0.05
Wiki,0.049797778,1,0.05
Mixed Matches,0.049765833,1,0.05
Infinity Frequencies,0.049748611,1,0.05
Zoé de Vera,0.049746111,1,0.05
Plastic Girl In Closet,0.0497,1,0.05
Dreamgirl,0.049693889,1,0.05
Jacob LaVallee,0.049607222,1,0.05
The Orion Experience,0.049598333,1,0.05
The Durutti Column,0.049522222,1,0.05
The Legendary Tigerman,0.049343889,1,0.05
Mason,0.049320833,1,0.05
Nico Swim,0.049286389,1,0.05
tropes,0.049228056,1,0.05
Satanicpornocultshop,0.049222222,1,0.05
GoldLink,0.049083889,1,0.05
El-P,0.049043056,4,0.05
The Afghan Whigs,0.048968611,1,0.05
Orange Juice,0.048940278,1,0.05
Scratch Acid,0.048902778,4,0.05
Hether,0.048888889,1,0.05
Harry Styles,0.048868611,2,0.05
MrHeadA$$Trendy,0.048845556,1,0.05
Fucking Werewolf Asso,0.04883,1,0.05
MizOrMac,0.048798611,1,0.05
Super Lunch,0.048743611,1,0.05
Hannibal Buress,0.048717778,1,0.05
kiLLa Laharl,0.048574444,1,0.05
Saipher Soze,0.048487222,1,0.05
Cody Ash,0.048474444,1,0.05
DJ Scheme,0.048441667,1,0.05
Benjamin Waldmann,0.048431667,1,0.05
Kobra,0.048405556,1,0.05
Micachu & The Shapes,0.048368056,1,0.05
Arab Strap,0.048366667,1,0.05
Ceramic Hello,0.0483175,1,0.05
Pi’erre Bourne,0.048281944,1,0.05
Mike Krol,0.048191111,1,0.05
COIN,0.048144444,1,0.05
Belle & Sebastian,0.048009167,1,0.05
Offset,0.048,3,0.05
Petite League,0.047833056,1,0.05
White Denim,0.047807222,2,0.05
Frode,0.047705278,1,0.05
KiD Blitz,0.047687778,1,0.05
Lebanon Hanover,0.047666389,1,0.05
TORRES,0.047566667,1,0.05
Clarence Öfwerman,0.0475,1,0.05
Mugen! the Human,0.047484722,1,0.05
Cende,0.047384722,1,0.05
BBY GOYARD,0.0473825,1,0.05
Sylvia McArther,0.047175,1,0.05
Ohio Players,0.047067222,1,0.05
SWMRS,0.046962778,1,0.05
Fade 'Em All,0.046925,1,0.05
Kid Indigo,0.046888611,1,0.05
Nerve City,0.046814444,1,0.05
Professor Caveman,0.046762222,1,0.05
Leyland Rogers,0.046748611,1,0.05
Hailu Mergia,0.046719167,1,0.05
Captain Beefheart,0.046469444,5,0.05
The Walters,0.046404444,2,0.05
La Lenguas,0.046314167,1,0.05
Hoverchild,0.046275833,1,0.05
Emily Yacina,0.046273611,1,0.05
Volcano Choir,0.046204167,1,0.05
Carissa's Wierd,0.046181667,1,0.05
Bryan Zingerman,0.046129444,1,0.05
Winter,0.046098889,1,0.05
The Pharcyde,0.046069722,5,0.05
Big Business,0.046062778,1,0.05
Jack T Wotton and The Wünderz,0.045971389,1,0.05
vverevvolf,0.045859722,1,0.05
SEBii,0.045854167,1,0.05
Tomberlin,0.045748333,1,0.05
Kate Bollinger,0.045688889,1,0.05
Plasmalab,0.045672778,1,0.05
Smerz,0.0455925,1,0.05
Damien Jeunet,0.045583333,1,0.05
Black Flag,0.045485833,7,0.05
The Zombies,0.045481389,6,0.05
Arizona Zervas,0.045454444,1,0.05
SwamiMillion,0.045439722,1,0.05
Chloe x Halle,0.04539,1,0.05
Mercy Necromancy,0.045374167,1,0.05
JKER,0.045264722,1,0.05
Marcos Betancourt,0.045238056,1,0.05
Felix Gardner,0.045203889,1,0.05
The Triumphs,0.045111111,1,0.05
Guap Tarantino,0.0451025,1,0.05
Grand Jaguar,0.0450725,1,0.05
Yung Simmie,0.044959444,1,0.04
Pissed Jeans,0.044873889,3,0.04
Snowing,0.0448625,3,0.04
Good Morning,0.044843611,2,0.04
Mekons,0.044711111,2,0.04
Badfinger,0.044696111,1,0.04
Keith Ape,0.044634167,3,0.04
Jadasea,0.044565556,1,0.04
Da Rick,0.044543611,1,0.04
Clara Luciani,0.044477778,1,0.04
William Cas,0.044469444,1,0.04
Daddy Issues,0.044308056,1,0.04
Seether,0.044222778,4,0.04
The United States Of America,0.044211111,4,0.04
Julian Borrego,0.044143611,1,0.04
babyloot,0.044090833,1,0.04
Roy Blair,0.043969444,1,0.04
Igor Krutogolov's Karate Band,0.043781389,1,0.04
Domenik Kalinsky,0.043773333,1,0.04
Marc Russo,0.043706111,1,0.04
The End of Electronics,0.043701667,1,0.04
CZARFACE,0.043583056,1,0.04
Nicki Minaj,0.043578056,3,0.04
Jay Money,0.0435075,1,0.04
Navy Blue,0.043415278,1,0.04
Soft Powers,0.043387778,1,0.04
Wheavy,0.043386111,3,0.04
Been Stellar,0.043381944,1,0.04
Duffle Bag Buru,0.043370278,1,0.04
Larry Marshall,0.043333333,1,0.04
Juliusz Borkowska,0.043263889,1,0.04
MAKAVELIGODD,0.043217778,1,0.04
Deaton Chris Anthony,0.043206944,1,0.04
KEY!,0.043152778,1,0.04
AUDREY NUNA,0.0429925,1,0.04
HERO,0.042982222,1,0.04
Abel Laloux,0.042951111,1,0.04
Sneaks,0.042898611,1,0.04
Trueking,0.0428025,1,0.04
Drive Like Jehu,0.042698611,4,0.04
Kamggarn,0.042611667,1,0.04
Still Woozy,0.042608611,3,0.04
Luge,0.042580556,1,0.04
The Grifters,0.042524722,1,0.04
PFFR,0.042316111,1,0.04
ESPRIT ??,0.0422875,3,0.04
The Black Tambourines,0.042210278,1,0.04
Massimo Corciani,0.042206667,1,0.04
The Fall,0.042121111,1,0.04
Stef Chura,0.042098889,1,0.04
Litku Klemetti,0.041986111,1,0.04
MC5,0.041931111,1,0.04
Leonore Baldwin,0.041909444,1,0.04
The Underground Youth,0.041898889,1,0.04
Raukar,0.041743889,1,0.04
Subtext,0.041632778,1,0.04
Ashnikko,0.04162,1,0.04
Guitar Wolf,0.041573889,1,0.04
Lilcockpump,0.041550278,1,0.04
Pearly Drops,0.041531389,1,0.04
Leslie Miles,0.041388889,1,0.04
Tyga,0.041305,1,0.04
Doris Casella,0.041296111,1,0.04
Rita Alezae,0.041245833,1,0.04
TENDAYS,0.041219722,1,0.04
Federico Squassabia,0.041207778,1,0.04
Cold Cave,0.041130556,1,0.04
Booka Shade,0.0410475,1,0.04
StaySolidRocky,0.04102,1,0.04
Diet Cig,0.0409725,1,0.04
My Chemical Romance,0.040939444,2,0.04
Sweatcult,0.0409375,1,0.04
Ronny J,0.040933333,1,0.04
Tayk,0.0407475,5,0.04
Wallows,0.040654444,1,0.04
Pink Floyd,0.040644722,7,0.04
Lloyd Banks,0.040638611,1,0.04
SALEM,0.040635278,1,0.04
Girls At Our Best!,0.040581389,1,0.04
Ryuichi Sakamoto,0.040486389,1,0.04
Dumbo Gets Mad,0.040428333,1,0.04
The Controversial New Skinny Pill,0.040414722,1,0.04
Shipping News,0.040393056,1,0.04
